nba_id,year,player_name,bref_id,team,FT_PERC,FTPerc,games,is_aggregate_team
1532,1998,Jerald Honeycutt,honeyje01,MIL,0.621,0.621,38,False
979,1998,Jermaine O'Neal,onealje01,POR,0.506,0.506,60,False
760,1998,Jerome Kersey,kerseje01,SEA,0.6,0.6,37,False
966,1998,Jerome Williams,willije01,DET,0.651,0.651,77,False
711,1998,Jerry Stackhouse,stackje01,2TM,0.787,0.787,79,True
754,1998,Jim Jackson,jacksji01,2TM,0.812,0.812,79,True
29,1998,Jim McIlvaine,mcilvji01,SEA,0.556,0.556,78,False
1429,1998,Jimmy Oliver,oliveji01,WAS,,,1,False
247,1998,Joe Dumars,dumarjo01,DET,0.825,0.825,72,False
170,1998,Joe Kleine,kleinjo01,CHI,0.833,0.833,46,False
693,1998,Joe Smith,smithjo02,2TM,0.775,0.775,79,True
1086,1998,Joe Stephens,stephjo01,HOU,0.667,0.667,7,False
341,1998,Joe Wolf,wolfjo01,DEN,0.5,0.5,57,False
180,1998,John Crotty,crottjo01,POR,0.941,0.941,26,False
317,1998,John Starks,starkjo01,NYK,0.787,0.787,82,False
304,1998,John Stockton,stockjo01,UTA,0.827,0.827,64,False
1519,1998,John Thomas,thomajo02,2TM,0.759,0.759,54,True
961,1998,John Wallace,wallajo01,TOR,0.717,0.717,82,False
271,1998,Johnny Newman,newmajo01,DEN,0.82,0.82,74,False
1511,1998,Johnny Taylor,taylojo01,ORL,0.688,0.688,12,False
468,1998,Jon Barry,barryjo01,LAL,0.931,0.931,49,False
146,1998,Jud Buechler,buechju01,CHI,0.5,0.5,74,False
436,1998,Juwan Howard,howarju01,WAS,0.721,0.721,64,False
252,1998,Karl Malone,malonka01,UTA,0.761,0.761,81,False
1529,1998,Kebu Stewart,stewake01,PHI,0.64,0.64,15,False
173,1998,Keith Askins,askinke01,MIA,0.632,0.632,46,False
1522,1998,Keith Booth,boothke01,CHI,1.0,1.0,6,False
1569,1998,Keith Closs,closske01,LAC,0.597,0.597,58,False
1496,1998,Keith Van Horn,vanhoke01,NJN,0.846,0.846,62,False
1509,1998,Kelvin Cato,catoke01,POR,0.688,0.688,74,False
383,1998,Kendall Gill,gillke01,NJN,0.688,0.688,81,False
72,1998,Kenny Anderson,anderke01,2TM,0.789,0.789,61,True
954,1998,Kerry Kittles,kittlke01,NJN,0.808,0.808,77,False
236,1998,Kevin Edwards,edwarke01,2TM,0.857,0.857,39,True
708,1998,Kevin Garnett,garneke01,MIN,0.738,0.738,82,False
134,1998,Kevin Johnson,johnske02,PHO,0.871,0.871,50,False
1563,1998,Kevin Ollie,ollieke01,2TM,0.7,0.7,35,True
1089,1998,Kevin Salvadori,salvake01,SAC,0.5,0.5,16,False
788,1998,Kevin Willis,willike02,HOU,0.793,0.793,81,False
234,1998,Khalid Reeves,reevekh01,DAL,0.775,0.775,82,False
1619,1998,Kiwane Lemorris Garris,garriki01,DEN,0.76,0.76,28,False
977,1998,Kobe Bryant,bryanko01,LAL,0.794,0.794,79,False
703,1998,Kurt Thomas,thomaku01,DAL,1.0,1.0,5,False
111,1998,LaPhonso Ellis,ellisla01,DEN,0.805,0.805,76,False
441,1998,Lamond Murray,murrala01,LAC,0.748,0.748,79,False
913,1998,Larry Johnson,johnsla02,NYK,0.756,0.756,70,False
1683,1998,Larry Robinson,robinla01,VAN,1.0,1.0,6,False
84,1998,Latrell Sprewell,sprewla01,GSW,0.745,0.745,14,False
1444,1998,Lawrence Funderburke,fundela01,SAC,0.679,0.679,52,False
734,1998,Lawrence Moten,motenla01,WAS,0.75,0.75,8,False
289,1998,Ledell Eackles,eacklle01,WAS,0.881,0.881,42,False
195,1998,Lee Mayberry,maybele01,VAN,0.745,0.745,79,False
283,1998,Lindsey Hunter,hunteli01,DET,0.74,0.74,71,False
1036,1998,Litterial Green,greenli01,MIL,0.75,0.75,21,False
1380,1998,Lloyd Daniels,daniell01,TOR,0.8,0.8,6,False
953,1998,Lorenzen Wright,wrighlo02,LAC,0.659,0.659,69,False
31,1998,Lorenzo Williams,willilo01,WAS,0.0,0.0,14,False
919,1998,Loy Vaught,vaughlo01,LAC,0.375,0.375,10,False
26,1998,Luc Longley,longllu01,CHI,0.736,0.736,58,False
446,1998,Lucious Harris,harrilu01,NJN,0.745,0.745,50,False
51,1998,Mahmoud Abdul-Rauf,abdulma02,SAC,1.0,1.0,31,False
990,1998,Malik Rose,rosema01,SAS,0.639,0.639,53,False
907,1998,Malik Sealy,sealyma01,DET,0.824,0.824,77,False
948,1998,Marcus Camby,cambyma01,TOR,0.611,0.611,63,False
712,1998,Mario Bennett,bennema01,LAL,0.364,0.364,45,False
53,1998,Mario Elie,eliema01,HOU,0.833,0.833,73,False
95,1998,Mark Bryant,bryanma01,PHO,0.768,0.768,70,False
707,1998,Mark Davis,davisma02,PHI,0.634,0.634,71,False
971,1998,Mark Hendrickson,hendrma01,SAC,0.825,0.825,48,False
349,1998,Mark Jackson,jacksma01,IND,0.761,0.761,82,False
998,1998,Mark Pope,popema01,IND,0.588,0.588,28,False
899,1998,Mark Price,pricema01,ORL,0.845,0.845,63,False
1110,1998,Mark Strickland,stricma01,MIA,0.72,0.72,51,False
770,1998,Mark West,westma01,IND,0.5,0.5,15,False
1527,1998,Marko Milič,milicma01,PHO,0.647,0.647,33,False
982,1998,Martin Müürsepp,muursma01,DAL,0.761,0.761,41,False
55,1998,Marty Conlon,conloma01,MIA,0.727,0.727,18,False
672,1998,Matt Bullard,bullama01,HOU,0.741,0.741,67,False
761,1998,Matt Geiger,geigema01,CHH,0.712,0.712,78,False
1074,1998,Matt Maloney,malonma01,HOU,0.833,0.833,78,False
1508,1998,Maurice Taylor,tayloma01,LAC,0.709,0.709,71,False
262,1998,Michael Cage,cagemi01,NJN,0.556,0.556,79,False
688,1998,Michael Curry,currymi01,MIL,0.835,0.835,82,False
714,1998,Michael Finley,finlemi01,DAL,0.784,0.784,82,False
893,1998,Michael Jordan,jordami01,CHI,0.784,0.784,82,False
1075,1998,Michael McDonald,mcdonmi01,CHH,,,1,False
63,1998,Michael Smith,smithmi02,2TM,0.631,0.631,48,True
1565,1998,Michael Stewart,stewami01,SAC,0.458,0.458,81,False
52,1998,Micheal Williams,willimi02,MIN,0.97,0.97,25,False
782,1998,Mitch Richmond,richmmi01,SAC,0.864,0.864,70,False
348,1998,Mitchell Butler,butlemi02,CLE,0.6,0.6,18,False
42,1998,Monty Williams,willimo01,SAS,0.67,0.67,72,False
302,1998,Mookie Blaylock,blaylmo01,ATL,0.709,0.709,70,False
177,1998,Muggsy Bogues,boguemu01,2TM,0.897,0.897,61,True
203,1998,Nate McMillan,mcmilna01,SEA,1.0,1.0,18,False
98,1998,Nick Anderson,anderni01,ORL,0.638,0.638,58,False
89,1998,Nick Van Exel,vanexni01,LAL,0.791,0.791,64,False
178,1998,Olden Polynice,polynol01,SAC,0.452,0.452,70,False
932,1998,Oliver Miller,milleol01,TOR,0.604,0.604,64,False
970,1998,Othella Harrington,harriot01,HOU,0.754,0.754,58,False
901,1998,Otis Thorpe,thorpot01,2TM,0.683,0.683,74,True
136,1998,P.J. Brown,brownpj01,MIA,0.766,0.766,74,False
121,1998,Patrick Ewing,ewingpa01,NYK,0.72,0.72,26,False
442,1998,Pervis Ellison,ellispe01,BOS,0.588,0.588,33,False
432,1998,Pete Chilcutt,chilcpe01,VAN,0.661,0.661,82,False
939,1998,Pete Myers,myerspe01,NYK,0.667,0.667,9,False
71,1998,Pooh Richardson,richapo01,LAC,0.698,0.698,69,False
461,1998,Popeye Jones,jonespo01,TOR,0.737,0.737,14,False
968,1998,Priest Lauderdale,laudepr01,DEN,0.551,0.551,39,False
753,1998,Randy Brown,brownra02,CHI,0.718,0.718,71,False
988,1998,Randy Livingston,livinra01,ATL,0.8,0.8,12,False
739,1998,Rasheed Wallace,wallara01,POR,0.662,0.662,77,False
951,1998,Ray Allen,allenra02,MIL,0.875,0.875,82,False
1002,1998,Reggie Geary,gearyre01,SAS,0.5,0.5,62,False
1682,1998,Reggie Hanson,hansore01,BOS,,,8,False
674,1998,Reggie Jordan,jordare01,MIN,0.569,0.569,57,False
397,1998,Reggie Miller,millere01,IND,0.868,0.868,81,False
1073,1998,Reggie Slater,slatere01,TOR,0.63,0.63,78,False
364,1998,Rex Chapman,chapmre01,PHO,0.781,0.781,68,False
777,1998,Rex Walters,waltere01,2TM,0.929,0.929,38,True
1594,1998,Rick Brunson,brunsri01,POR,0.677,0.677,38,False
296,1998,Rick Fox,foxri01,LAL,0.743,0.743,82,False
328,1998,Rick Mahorn,mahorri01,DET,0.676,0.676,59,False
894,1998,Ricky Pierce,piercri01,MIL,0.827,0.827,39,False
22,1998,Rik Smits,smitsri01,IND,0.783,0.783,73,False
109,1998,Robert Horry,horryro01,LAL,0.692,0.692,72,False
123,1998,Robert Pack,packro01,DAL,0.694,0.694,12,False
393,1998,Rod Strickland,stricro02,WAS,0.726,0.726,76,False
915,1998,Rodney Rogers,rogerro01,LAC,0.686,0.686,76,False
1518,1998,Rodrick Rhodes,rhodero01,HOU,0.617,0.617,58,False
166,1998,Ron Harper,harpero01,CHI,0.75,0.75,82,False
1500,1998,Ron Mercer,mercero01,BOS,0.839,0.839,80,False
938,1998,Rony Seikaly,seikaro01,2TM,0.741,0.741,56,True
964,1998,Roy Rogers,rogerro02,2TM,0.333,0.333,15,True
1601,1998,Rusty LaRue,larueru01,CHI,0.625,0.625,14,False
208,1998,Sam Cassell,cassesa01,NJN,0.86,0.86,75,False
694,1998,Sam Mack,macksa01,VAN,0.805,0.805,57,False
417,1998,Sam Mitchell,mitchsa01,MIN,0.832,0.832,81,False
64,1998,Sam Perkins,perkisa01,SEA,0.789,0.789,81,False
955,1998,Samaki Walker,walkesa01,DAL,0.546,0.546,41,False
1513,1998,Scot Pollard,pollasc01,DET,0.826,0.826,33,False
418,1998,Scott Brooks,brooksc01,CLE,0.9,0.9,43,False
197,1998,Scott Burrell,burresc01,CHI,0.734,0.734,80,False
281,1998,Scott Williams,willisc01,PHI,0.81,0.81,58,False
937,1998,Scottie Pippen,pippesc01,CHI,0.777,0.777,44,False
251,1998,Sean Elliott,elliose01,SAS,0.718,0.718,36,False
925,1998,Sean Higgins,higgise01,POR,,,2,False
399,1998,Sean Rooks,rooksse01,LAL,0.595,0.595,41,False
1000,1998,Shandon Anderson,andersh01,UTA,0.735,0.735,82,False
406,1998,Shaquille O'Neal,onealsh01,LAL,0.527,0.527,60,False
949,1998,Shareef Abdur-Rahim,abdursh01,VAN,0.784,0.784,82,False
412,1998,Sharone Wright,wrighsh01,TOR,0.5,0.5,7,False
762,1998,Shawn Bradley,bradlsh01,DAL,0.722,0.722,64,False
431,1998,Shawn Kemp,kempsh01,CLE,0.727,0.727,80,False
704,1998,Shawn Respert,respesh01,2TM,0.787,0.787,57,True
1035,1998,Shawnelle Scott,scottsh01,CLE,0.667,0.667,41,False
1578,1998,Shea Seals,sealssh01,LAL,0.5,0.5,4,False
428,1998,Sherman Douglas,douglsh01,NJN,0.669,0.669,80,False
892,1998,Spud Webb,webbsp01,ORL,1.0,1.0,4,False
278,1998,Stacey Augmon,augmost01,POR,0.603,0.603,71,False
914,1998,Stanley Roberts,roberst01,MIN,0.481,0.481,74,False
1128,1998,Stephen Howard,howarst01,SEA,0.5,0.5,13,False
950,1998,Stephon Marbury,marbust01,MIN,0.731,0.731,82,False
1667,1998,Steve Henson,hensost01,DET,1.0,1.0,23,False
70,1998,Steve Kerr,kerrst01,CHI,0.918,0.918,50,False
959,1998,Steve Nash,nashst01,PHO,0.86,0.86,76,False
120,1998,Steve Smith,smithst01,ATL,0.855,0.855,73,False
1037,1998,Stojko Vranković,vrankst01,LAC,0.569,0.569,65,False
1505,1998,Tariq Abdul-Wahad,abdulta01,SAC,0.672,0.672,59,False
210,1998,Terrell Brandon,brandte01,MIL,0.846,0.846,50,False
187,1998,Terry Cummings,cummite01,2TM,0.684,0.684,74,True
426,1998,Terry Davis,daviste01,WAS,0.58,0.58,74,False
143,1998,Terry Dehere,deherte01,SAC,0.798,0.798,77,False
371,1998,Terry Mills,millste01,MIA,0.758,0.758,50,False
345,1998,Terry Porter,portete01,MIN,0.856,0.856,82,False
689,1998,Theo Ratliff,ratlith01,2TM,0.701,0.701,82,True
160,1998,Tim Breaux,breauti01,MIL,0.5,0.5,6,False
1495,1998,Tim Duncan,duncati01,SAS,0.662,0.662,82,False
896,1998,Tim Hardaway,hardati01,MIA,0.781,0.781,81,False
1118,1998,Tim Kempton,kemptti01,2TM,,,8,True
100,1998,Tim Legler,legleti01,WAS,0.75,0.75,8,False
1501,1998,Tim Thomas,thomati01,PHI,0.74,0.74,77,False
103,1998,Todd Day,dayto01,MIA,0.667,0.667,5,False
957,1998,Todd Fuller,fulleto02,GSW,0.688,0.688,57,False
1472,1998,Tom Chambers,chambto01,PHI,1.0,1.0,1,False
339,1998,Tom Gugliotta,guglito01,MIN,0.821,0.821,41,False
67,1998,Tom Hammonds,hammoto01,MIN,0.697,0.697,57,False
389,1998,Toni Kukoč,kukocto01,CHI,0.708,0.708,74,False
1499,1998,Tony Battie,battito01,DEN,0.702,0.702,65,False
960,1998,Tony Delk,delkto01,2TM,0.735,0.735,77,True
434,1998,Tony Dumas,dumasto01,CLE,0.0,0.0,7,False
1108,1998,Tony Farmer,farmeto01,CHH,0.795,0.795,27,False
763,1998,Tony Massenburg,masseto01,VAN,0.73,0.73,61,False
380,1998,Tony Smith,smithto02,MIL,0.75,0.75,7,False
1503,1998,Tracy McGrady,mcgratr01,TOR,0.712,0.712,64,False
145,1998,Tracy Murray,murratr01,WAS,0.871,0.871,82,False
696,1998,Travis Best,besttr01,IND,0.855,0.855,82,False
969,1998,Travis Knight,knightr01,BOS,0.786,0.786,74,False
1576,1998,Travis Williams,willitr01,CHH,0.522,0.522,39,False
1607,1998,Troy Hudson,hudsotr01,UTA,,,8,False
895,1998,Tyrone Corbin,corbity01,ATL,0.789,0.789,79,False
238,1998,Tyrone Hill,hillty01,MIL,0.608,0.608,57,False
721,1998,Tyus Edney,edneyty01,BOS,0.793,0.793,52,False
137,1998,Vernon Maxwell,maxweve01,2TM,0.8,0.8,42,True
452,1998,Vin Baker,bakervi01,SEA,0.591,0.591,82,False
355,1998,Vincent Askew,askewvi01,POR,0.718,0.718,30,False
219,1998,Vinny Del Negro,delnevi01,SAS,0.796,0.796,54,False
958,1998,Vitaly Potapenko,potapvi01,CLE,0.708,0.708,80,False
124,1998,Vlade Divac,divacvl01,CHH,0.691,0.691,64,False
702,1998,Voshon Lenard,lenarvo01,MIA,0.788,0.788,81,False
1005,1998,Walt Williams,williwa02,2TM,0.864,0.864,59,True
962,1998,Walter McCarty,mccarwa01,BOS,0.742,0.742,82,False
445,1998,Wesley Person,persowe01,CLE,0.776,0.776,82,False
781,1998,Will Perdue,perduwi01,SAS,0.526,0.526,79,False
1061,1998,William Cunningham,cunniwi01,2TM,,,7,True
416,1998,Willie Burton,burtowi01,SAS,0.667,0.667,13,False
1365,1998,Xavier McDaniel,mcdanxa01,NJN,0.625,0.625,20,False
212,1998,Yinka Dare,dareyi01,NJN,0.5,0.5,10,False
980,1998,Zydrunas Ilgauskas,ilgauzy01,CLE,0.762,0.762,82,False
440,1998,Žan Tabak,tabakza01,2TM,0.377,0.377,57,True
920,1999,A.C. Green,greenac01,DAL,0.577,0.577,50,False
243,1999,Aaron McKie,mckieaa01,PHI,0.71,0.71,50,False
1425,1999,Aaron Williams,williaa01,SEA,0.73,0.73,40,False
228,1999,Adam Keefe,keefead01,UTA,0.697,0.697,44,False
1502,1999,Adonal Foyle,foylead01,GSW,0.49,0.49,44,False
1817,1999,Adonis Jordan,jordaad01,MIL,0.5,0.5,4,False
1733,1999,Al Harrington,harrial01,IND,0.6,0.6,21,False
673,1999,Alan Henderson,hendeal01,ATL,0.671,0.671,38,False
275,1999,Allan Houston,houstal01,NYK,0.862,0.862,50,False
947,1999,Allen Iverson,iversal01,PHI,0.751,0.751,48,False
297,1999,Alonzo Mourning,mournal01,MIA,0.652,0.652,46,False
1591,1999,Alvin Sims,simsal01,PHO,0.4,0.4,4,False
1541,1999,Alvin Williams,willial02,TOR,0.846,0.846,50,False
1754,1999,Andrae Patterson,pattean01,MIN,0.778,0.778,35,False
692,1999,Andrew DeClercq,declean01,2TM,0.674,0.674,47,True
1845,1999,Andrew Gaze,gazean01,SAS,,,19,False
457,1999,Andrew Lang,langan01,CHI,0.696,0.696,21,False
358,1999,Anfernee Hardaway,hardaan01,ORL,0.706,0.706,50,False
1712,1999,Antawn Jamison,jamisan01,GSW,0.588,0.588,47,False
138,1999,Anthony Avent,aventan01,UTA,0.5,0.5,5,False
1533,1999,Anthony Johnson,johnsan02,ATL,0.695,0.695,49,False
292,1999,Anthony Miller,millean01,HOU,0.636,0.636,29,False
1515,1999,Anthony Parker,parkean01,PHI,,,2,False
324,1999,Anthony Peeler,peelean01,MIN,0.732,0.732,28,False
156,1999,Antoine Carr,carran01,HOU,0.714,0.714,18,False
952,1999,Antoine Walker,walkean02,BOS,0.559,0.559,42,False
1498,1999,Antonio Daniels,daniean01,SAS,0.754,0.754,47,False
213,1999,Antonio Davis,davisan01,IND,0.703,0.703,49,False
226,1999,Antonio Lang,langan02,CLE,0.556,0.556,10,False
686,1999,Antonio McDyess,mcdyean01,DEN,0.68,0.68,50,False
288,1999,Armen Gilliam,gilliar01,MIL,0.782,0.782,34,False
717,1999,Arvydas Sabonis,sabonar01,POR,0.771,0.771,50,False
1506,1999,Austin Croshere,croshau01,IND,0.87,0.87,27,False
422,1999,Avery Johnson,johnsav01,SAS,0.568,0.568,50,False
769,1999,B.J. Armstrong,armstbj01,2TM,0.857,0.857,32,True
989,1999,Ben Davis,davisbe01,NYK,0.5,0.5,8,False
1112,1999,Ben Wallace,wallabe01,WAS,0.356,0.356,46,False
104,1999,Benoit Benjamin,benjabe01,PHI,,,6,False
223,1999,Bill Curley,curlebi01,MIN,0.864,0.864,35,False
82,1999,Bill Wennington,wennibi01,CHI,0.818,0.818,38,False
182,1999,Billy Owens,owensbi01,SEA,0.8,0.8,21,False
902,1999,Bimbo Coles,colesbi01,GSW,0.822,0.822,48,False
183,1999,Bison Dele,delebi01,DET,0.686,0.686,49,False
898,1999,Blue Edwards,edwarbl01,MIA,0.692,0.692,24,False
448,1999,Bo Outlaw,outlabo01,ORL,0.432,0.432,31,False
682,1999,Bob Sura,surabo01,CLE,0.631,0.631,50,False
1517,1999,Bobby Jackson,jacksbo01,MIN,0.772,0.772,50,False
184,1999,Bobby Phills,phillbo01,CHH,0.685,0.685,43,False
1719,1999,Bonzi Wells,wellsbo01,POR,0.444,0.444,7,False
1802,1999,Brad Miller,millebr01,CHH,0.794,0.794,38,False
1585,1999,Brandon Williams,willibr01,SAS,0.5,0.5,3,False
699,1999,Brent Barry,barrybr01,CHI,0.772,0.772,37,False
85,1999,Brent Price,pricebr01,HOU,0.754,0.754,40,False
1510,1999,Brevin Knight,knighbr01,CLE,0.745,0.745,39,False
967,1999,Brian Evans,evansbr01,2TM,1.0,1.0,16,True
258,1999,Brian Grant,grantbr01,POR,0.814,0.814,48,False
216,1999,Brian Shaw,shawbr01,POR,,,1,False
1730,1999,Brian Skinner,skinnbr01,LAC,0.606,0.606,21,False
1477,1999,Bruce Bowen,bowenbr01,BOS,0.458,0.458,30,False
1743,1999,Bruno Šundov,sundobr01,DAL,,,3,False
735,1999,Bryant Reeves,reevebr01,VAN,0.578,0.578,25,False
179,1999,Bryant Stith,stithbr01,DEN,0.859,0.859,46,False
1724,1999,Bryce Drew,drewbr01,HOU,1.0,1.0,34,False
935,1999,Bryon Russell,russebr01,UTA,0.795,0.795,50,False
384,1999,Calbert Cheaney,cheanca01,WAS,0.493,0.493,50,False
61,1999,Carl Herrera,herreca01,2TM,0.455,0.455,28,True
435,1999,Carlos Rogers,rogerca01,POR,0.25,0.25,2,False
1745,1999,Casey Shaw,shawca01,PHI,,,9,False
76,1999,Cedric Ceballos,cebalce01,DAL,0.694,0.694,13,False
1538,1999,Cedric Henderson,hendece02,CLE,0.813,0.813,50,False
787,1999,Charles Barkley,barklch01,HOU,0.719,0.719,42,False
1869,1999,Charles Jones,jonesch03,CHI,0.5,0.5,29,False
1525,1999,Charles O'Bannon,obannch01,DET,1.0,1.0,18,False
891,1999,Charles Oakley,oaklech01,TOR,0.807,0.807,50,False
1593,1999,Charles Shackleford,shackch01,CHH,0.655,0.655,32,False
1520,1999,Charles Smith,smithch04,LAC,0.438,0.438,23,False
369,1999,Charlie Ward,wardch01,NYK,0.705,0.705,50,False
1497,1999,Chauncey Billups,billuch01,DEN,0.913,0.913,45,False
685,1999,Cherokee Parks,parksch02,VAN,0.545,0.545,48,False
1512,1999,Chris Anstey,anstech01,DAL,0.708,0.708,41,False
713,1999,Chris Carr,carrch01,2TM,0.675,0.675,39,True
164,1999,Chris Childs,childch01,NYK,0.821,0.821,48,False
1544,1999,Chris Crawford,crawfch01,ATL,0.814,0.814,42,False
201,1999,Chris Dudley,dudlech02,NYK,0.475,0.475,46,False
423,1999,Chris Gatling,gatlich01,2TM,0.398,0.398,48,True
12,1999,Chris King,kingch01,UTA,0.0,0.0,8,False
168,1999,Chris Mills,millsch01,GSW,0.823,0.823,47,False
356,1999,Chris Morris,morrich01,PHO,0.87,0.87,44,False
904,1999,Chris Mullin,mullich01,IND,0.87,0.87,50,False
185,1999,Chris Webber,webbech01,SAC,0.454,0.454,42,False
43,1999,Chris Whitney,whitnch01,WAS,0.871,0.871,39,False
363,1999,Christian Laettner,laettch01,DET,0.772,0.772,16,False
456,1999,Chuck Person,persoch01,CHH,0.75,0.75,50,False
359,1999,Chucky Brown,brownch01,CHH,0.678,0.678,48,False
221,1999,Clarence Weatherspoon,weathcl01,MIA,0.804,0.804,49,False
361,1999,Clifford Robinson,robincl02,PHO,0.697,0.697,50,False
1133,1999,Corey Beck,beckco01,2TM,0.533,0.533,24,True
1736,1999,Corey Benjamin,benjaco01,CHI,0.675,0.675,31,False
916,1999,Corie Blount,blounco01,2TM,0.519,0.519,34,True
722,1999,Corliss Williamson,willico02,SAC,0.638,0.638,50,False
724,1999,Cory Alexander,alexaco01,DEN,0.841,0.841,36,False
1757,1999,Cory Carr,carrco01,CHI,0.75,0.75,42,False
1749,1999,Cuttino Mobley,moblecu01,HOU,0.818,0.818,49,False
905,1999,Dale Davis,davisda01,IND,0.618,0.618,50,False
107,1999,Dale Ellis,ellisda01,SEA,0.757,0.757,48,False
1800,1999,Damon Jones,jonesda01,2TM,0.824,0.824,24,True
757,1999,Damon Stoudamire,stoudda01,POR,0.73,0.73,50,False
105,1999,Dan Majerle,majerda01,MIA,0.717,0.717,48,False
344,1999,Dana Barros,barroda01,BOS,0.877,0.877,50,False
198,1999,Danny Ferry,ferryda01,CLE,0.879,0.879,50,False
1504,1999,Danny Fortson,fortsda01,DEN,0.727,0.727,50,False
330,1999,Danny Manning,mannida01,PHO,0.696,0.696,50,False
7,1999,Danny Schayes,schayda01,ORL,0.75,0.75,19,False
353,1999,Darrell Armstrong,armstda01,ORL,0.904,0.904,50,False
239,1999,Darrick Martin,martida01,LAC,0.803,0.803,37,False
764,1999,David Robinson,robinda01,SAS,0.658,0.658,49,False
710,1999,David Vaughn,vaughda02,NJN,0.8,0.8,10,False
133,1999,David Wesley,wesleda01,CHH,0.832,0.832,50,False
766,1999,David Wingate,wingada01,NYK,,,20,False
1545,1999,DeJuan Wheat,wheatde01,VAN,0.727,0.727,46,False
1051,1999,Dean Garrett,garrede01,MIN,0.745,0.745,49,False
244,1999,Dee Brown,brownde01,TOR,0.727,0.727,49,False
209,1999,Dell Curry,curryde01,MIL,0.824,0.824,42,False
23,1999,Dennis Rodman,rodmade01,LAL,0.436,0.436,23,False
192,1999,Dennis Scott,scottde01,2TM,0.742,0.742,36,True
1507,1999,Derek Anderson,anderde01,CLE,0.836,0.836,38,False
965,1999,Derek Fisher,fishede01,LAL,0.759,0.759,50,False
157,1999,Derek Harper,harpede01,LAL,0.813,0.813,45,False
400,1999,Derek Strong,stronde01,ORL,0.717,0.717,44,False
934,1999,Derrick Coleman,colemde01,CHH,0.753,0.753,37,False
365,1999,Derrick McKey,mckeyde01,IND,0.824,0.824,13,False
96,1999,Detlef Schrempf,schrede01,SEA,0.823,0.823,50,False
54,1999,Dickey Simpkins,simpkdi01,CHI,0.645,0.645,50,False
87,1999,Dikembe Mutombo,mutomdi01,ATL,0.684,0.684,50,False
1717,1999,Dirk Nowitzki,nowitdi01,DAL,0.773,0.773,47,False
1122,1999,Dominique Wilkins,wilkido01,ORL,0.69,0.69,27,False
931,1999,Don MacLean,macledo01,SEA,0.625,0.625,17,False
690,1999,Don Reid,reiddo01,DET,0.608,0.608,47,False
923,1999,Donyell Marshall,marshdo01,GSW,0.727,0.727,48,False
57,1999,Doug Christie,chrisdo01,TOR,0.841,0.841,50,False
77,1999,Doug Overton,overtdo01,3TM,0.9,0.9,24,True
28,1999,Doug West,westdo01,VAN,0.76,0.76,14,False
1003,1999,Drew Barry,barrydr01,SEA,0.692,0.692,17,False
190,1999,Duane Causwell,causwdu01,MIA,0.333,0.333,19,False
273,1999,Duane Ferrell,ferredu01,GSW,0.75,0.75,8,False
368,1999,Dwayne Schintzius,schindw01,BOS,0.75,0.75,16,False
1863,1999,Earl Boykins,boykiea01,2TM,0.667,0.667,22,True
1516,1999,Ed Gray,grayed01,ATL,0.757,0.757,30,False
698,1999,Eddie Johnson,johnsed03,HOU,,,3,False
224,1999,Eddie Jones,jonesed02,2TM,0.782,0.782,50,True
922,1999,Elden Campbell,campbel01,2TM,0.639,0.639,49,True
695,1999,Eldridge Recasner,recasel01,CHH,0.872,0.872,44,False
386,1999,Elliot Perry,perryel01,2TM,0.714,0.714,35,True
376,1999,Eric Montross,montrer01,DET,0.344,0.344,46,False
785,1999,Eric Murdock,murdoer01,NJN,0.808,0.808,15,False
15,1999,Eric Piatkowski,piatker01,LAC,0.863,0.863,49,False
35,1999,Eric Riley,rileyer01,BOS,0.71,0.71,35,False
727,1999,Eric Snow,snower01,PHI,0.733,0.733,48,False
1540,1999,Eric Washington,washier01,DEN,0.688,0.688,38,False
677,1999,Eric Williams,willier01,DEN,0.799,0.799,38,False
956,1999,Erick Dampier,dampier01,GSW,0.588,0.588,50,False
1065,1999,Erick Strickland,stricer01,DAL,0.815,0.815,33,False
911,1999,Ervin Johnson,johnser02,MIL,0.61,0.61,50,False
1564,1999,Etdrick Bohannon,bohanet01,WAS,,,2,False
1732,1999,Felipe López,lopezfe01,VAN,0.644,0.644,47,False
280,1999,Felton Spencer,spencfe01,GSW,0.462,0.462,26,False
697,1999,Fred Hoiberg,hoibefr01,IND,1.0,1.0,12,False
202,1999,Gary Grant,grantga01,POR,,,2,False
56,1999,Gary Payton,paytoga01,SEA,0.721,0.721,50,False
718,1999,Gary Trent,trentga01,DAL,0.617,0.617,45,False
248,1999,George Lynch,lynchge01,PHI,0.631,0.631,43,False
45,1999,George McCloud,mccloge01,PHO,0.862,0.862,48,False
1871,1999,Gerald Brown,brownge02,PHO,0.786,0.786,33,False
786,1999,Gerald Wilkins,wilkige01,ORL,1.0,1.0,3,False
1562,1999,Gerard King,kingge02,SAS,0.611,0.611,19,False
49,1999,Gheorghe Mureșan,muresgh01,NJN,,,1,False
779,1999,Glen Rice,ricegl01,LAL,0.856,0.856,27,False
299,1999,Glenn Robinson,robingl01,MIL,0.87,0.87,47,False
255,1999,Grant Hill,hillgr01,DET,0.752,0.752,50,False
3,1999,Grant Long,longgr01,ATL,0.783,0.783,50,False
21,1999,Greg Anthony,anthogr01,POR,0.697,0.697,50,False
323,1999,Greg Foster,fostegr01,UTA,0.619,0.619,42,False
